age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
57,Federal-gov,340585,Masters,12,Divorced,Tech-support,Husband,White,Male,15862,7851,52,India,<=50K
58,Never-worked,336005,HS-grad,12,Married-civ-spouse,Craft-repair,Own-child,Black,Male,24715,9694,3,United-States,>50K
79,State-gov,72395,Masters,8,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,53890,3401,19,Mexico,<=50K
39,Local-gov,192170,11th,2,Never-married,Other-service,Wife,Other,Male,16374,131,63,Canada,<=50K
35,Private,285531,11th,5,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,94642,7692,16,Canada,>50K
36,Self-emp-not-inc,171957,Masters,16,Divorced,Tech-support,Wife,White,Male,89425,5254,54,Jamaica,<=50K
28,Private,88750,11th,4,Divorced,Prof-specialty,Not-in-family,Black,Male,61339,2640,17,Jamaica,>50K
82,Private,470028,Some-college,8,Married-civ-spouse,Other-service,Not-in-family,Black,Male,14570,3570,71,Mexico,<=50K
21,Local-gov,81639,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,96418,8080,38,United-States,>50K
22,State-gov,346112,Assoc-voc,9,Widowed,Sales,Own-child,Black,Female,28410,3691,58,Cuba,<=50K
78,Self-emp-not-inc,469824,10th,13,Widowed,Exec-managerial,Not-in-family,White,Female,60709,9565,78,Germany,>50K
27,Local-gov,269515,Assoc-voc,2,Widowed,Other-service,Husband,Asian-Pac-Islander,Male,6834,8374,90,Canada,>50K
21,Never-worked,340737,Assoc-acdm,16,Never-married,Craft-repair,Not-in-family,Other,Female,73562,3952,72,Jamaica,<=50K
90,Without-pay,319232,Assoc-acdm,7,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,90178,49,60,Mexico,<=50K
67,Without-pay,83633,Assoc-voc,6,Separated,Other-service,Unmarried,White,Male,67654,8611,49,India,>50K
51,Never-worked,30197,HS-grad,1,Widowed,Exec-managerial,Husband,Other,Male,18586,1429,56,Mexico,>50K
39,Self-emp-not-inc,98891,Bachelors,4,Divorced,Tech-support,Husband,White,Female,85569,3963,73,Cuba,<=50K
67,Never-worked,139605,Masters,13,Married-civ-spouse,Other-service,Unmarried,Black,Male,72225,1833,12,Mexico,>50K
88,Private,391543,7th-8th,15,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,14275,8219,13,Cuba,<=50K
24,Never-worked,343176,Assoc-voc,3,Widowed,Exec-managerial,Wife,White,Male,1817,9045,99,Mexico,>50K
42,Federal-gov,306866,Assoc-acdm,11,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,41005,3579,76,Canada,>50K
53,Self-emp-not-inc,217121,Masters,16,Divorced,Other-service,Wife,Amer-Indian-Eskimo,Female,3551,1060,72,Canada,>50K
74,Private,168753,Some-college,15,Divorced,Other-service,Husband,Black,Female,73047,9158,33,Jamaica,>50K
79,Federal-gov,411711,11th,6,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,25237,4266,1,Jamaica,<=50K
21,Federal-gov,450599,Assoc-voc,8,Divorced,Prof-specialty,Wife,Other,Female,24278,4385,2,Cuba,<=50K
77,Federal-gov,220495,Masters,11,Divorced,Sales,Own-child,White,Female,24902,3261,11,Cuba,<=50K
21,State-gov,370023,Masters,1,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,75933,3625,91,Mexico,>50K
39,State-gov,464778,Assoc-acdm,8,Married-civ-spouse,Other-service,Wife,White,Female,74082,1424,71,India,>50K
45,Local-gov,347437,Assoc-voc,12,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,56020,5217,40,Cuba,>50K
70,Private,176946,7th-8th,4,Separated,Tech-support,Unmarried,White,Male,32578,4137,53,Mexico,>50K
72,Federal-gov,111870,Assoc-voc,11,Divorced,Other-service,Wife,White,Male,32704,6557,76,Mexico,<=50K
70,Without-pay,91533,Some-college,9,Widowed,Other-service,Husband,Asian-Pac-Islander,Male,73627,8957,94,Germany,<=50K
79,Local-gov,371293,Some-college,7,Married-civ-spouse,Other-service,Unmarried,White,Male,16727,8640,17,Cuba,>50K
89,Local-gov,291007,Masters,11,Never-married,Craft-repair,Wife,White,Male,49732,896,94,Jamaica,<=50K
23,Federal-gov,43522,11th,14,Widowed,Tech-support,Unmarried,Black,Female,27689,6524,72,India,>50K
52,State-gov,367222,Assoc-voc,3,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Male,41534,6894,18,Cuba,>50K
46,Self-emp-not-inc,177301,11th,2,Separated,Prof-specialty,Own-child,Black,Female,84102,4585,74,Cuba,<=50K
65,Never-worked,245123,7th-8th,1,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,14665,4262,74,United-States,>50K
20,Self-emp-not-inc,91693,Some-college,11,Separated,Other-service,Own-child,Other,Male,9465,9029,54,United-States,<=50K
21,Self-emp-not-inc,148406,Bachelors,4,Never-married,Craft-repair,Unmarried,Other,Female,51104,8823,77,Germany,<=50K
20,Never-worked,334823,Assoc-acdm,2,Widowed,Tech-support,Own-child,Black,Female,93508,9674,84,Canada,>50K
84,Federal-gov,309098,Assoc-acdm,10,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,67051,1753,46,Germany,<=50K
73,Self-emp-not-inc,45071,Masters,6,Widowed,Exec-managerial,Unmarried,Black,Female,23557,8214,39,United-States,<=50K
86,Local-gov,425382,7th-8th,4,Never-married,Prof-specialty,Wife,White,Male,91672,8527,23,India,>50K
35,Without-pay,79429,10th,3,Never-married,Prof-specialty,Wife,White,Male,9349,2652,92,Jamaica,>50K
70,Local-gov,96100,10th,6,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,70206,9663,4,Canada,>50K
88,Private,296593,Bachelors,16,Never-married,Prof-specialty,Not-in-family,Black,Female,13649,603,31,Canada,>50K
60,Local-gov,162049,Some-college,14,Married-civ-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,90807,9610,94,Jamaica,>50K
59,Never-worked,170684,Assoc-voc,3,Widowed,Prof-specialty,Unmarried,Black,Female,57929,8900,98,United-States,<=50K
43,Local-gov,198104,Bachelors,14,Separated,Other-service,Unmarried,Black,Male,71435,4695,56,Cuba,<=50K
23,Local-gov,216120,Masters,7,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Female,4965,5250,51,Cuba,>50K
70,Local-gov,151626,Bachelors,4,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,7057,5139,1,India,<=50K
28,State-gov,77259,Assoc-voc,12,Widowed,Other-service,Unmarried,White,Male,47461,8726,69,United-States,<=50K
39,State-gov,345854,11th,15,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,96656,9963,3,Jamaica,>50K
59,Never-worked,362593,HS-grad,8,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Female,5921,7509,28,Germany,<=50K
45,Private,497829,Assoc-voc,1,Widowed,Tech-support,Husband,Other,Male,95474,2265,96,Jamaica,>50K
20,Never-worked,174323,Masters,8,Never-married,Sales,Husband,Asian-Pac-Islander,Female,42870,9815,20,Mexico,<=50K
29,Federal-gov,127023,Bachelors,10,Married-civ-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,46757,8094,91,Canada,>50K
86,Never-worked,118347,HS-grad,14,Married-civ-spouse,Other-service,Unmarried,Other,Female,3527,1377,52,Jamaica,<=50K
44,Never-worked,297349,Masters,11,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,48462,6384,70,Germany,>50K
27,Federal-gov,16758,Some-college,15,Divorced,Sales,Own-child,Black,Male,14764,1043,51,Canada,<=50K
21,Federal-gov,304628,10th,9,Divorced,Sales,Not-in-family,White,Male,65527,6350,86,India,<=50K
32,Never-worked,35059,Assoc-voc,2,Married-civ-spouse,Prof-specialty,Own-child,Other,Female,29012,5949,20,Canada,<=50K
73,Private,431680,Masters,14,Separated,Other-service,Wife,White,Female,5740,4204,57,Canada,>50K
77,Federal-gov,427395,Assoc-acdm,1,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Female,45146,4022,29,Cuba,<=50K
59,Self-emp-not-inc,362212,7th-8th,12,Separated,Craft-repair,Own-child,Black,Female,36298,8778,96,Mexico,>50K
19,Without-pay,467333,Masters,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,29996,1809,15,Jamaica,>50K
65,Self-emp-not-inc,364458,11th,15,Never-married,Tech-support,Husband,Other,Male,93842,3264,21,Mexico,>50K
89,Never-worked,481017,Some-college,15,Widowed,Sales,Husband,Amer-Indian-Eskimo,Male,92744,1549,77,United-States,<=50K
49,Private,236604,11th,11,Separated,Tech-support,Wife,Amer-Indian-Eskimo,Male,52905,8775,15,United-States,>50K
63,Never-worked,217532,7th-8th,11,Separated,Prof-specialty,Not-in-family,Black,Female,18140,8995,10,Canada,>50K
31,Federal-gov,440589,Bachelors,12,Separated,Exec-managerial,Unmarried,White,Male,45954,782,67,Canada,<=50K
51,Without-pay,407815,7th-8th,10,Separated,Tech-support,Wife,Other,Male,32054,2212,65,Mexico,<=50K
40,State-gov,157598,11th,3,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,55579,1487,53,Mexico,>50K
62,Self-emp-not-inc,326627,11th,9,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,82559,9233,36,Mexico,>50K
37,State-gov,406659,7th-8th,10,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,84125,1686,50,Germany,<=50K
25,Without-pay,156479,11th,9,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,76614,3756,23,United-States,>50K
60,Never-worked,116730,10th,5,Never-married,Craft-repair,Husband,Black,Female,82220,6663,58,Germany,>50K
30,Without-pay,437724,Bachelors,12,Separated,Other-service,Not-in-family,Other,Male,63743,2769,71,Cuba,<=50K
80,Self-emp-not-inc,432924,Assoc-voc,10,Married-civ-spouse,Sales,Unmarried,Other,Female,14215,7425,17,Canada,>50K
79,Federal-gov,429695,10th,4,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,81863,3722,37,Jamaica,<=50K
73,State-gov,395642,Assoc-voc,13,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,61410,192,26,Cuba,<=50K
73,Local-gov,335367,Some-college,12,Never-married,Sales,Unmarried,Black,Female,17327,2383,68,Jamaica,>50K
32,Never-worked,121769,Some-college,14,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,89169,2238,19,India,<=50K
26,Self-emp-not-inc,18078,Masters,8,Divorced,Exec-managerial,Not-in-family,White,Female,24326,9623,49,Mexico,<=50K
76,Without-pay,451391,Assoc-acdm,3,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,1417,6083,27,Canada,>50K
53,Never-worked,96773,7th-8th,2,Separated,Prof-specialty,Husband,White,Male,35232,3476,1,Canada,>50K
61,Private,376891,7th-8th,1,Separated,Craft-repair,Unmarried,White,Female,31351,2143,74,United-States,<=50K
73,State-gov,453618,10th,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,64037,1367,56,Cuba,<=50K
82,State-gov,449829,Some-college,2,Divorced,Tech-support,Own-child,Other,Male,15175,9734,8,Cuba,>50K
21,Without-pay,446114,Assoc-voc,1,Separated,Sales,Husband,Other,Female,51018,7217,4,Cuba,<=50K
23,Self-emp-not-inc,190690,Some-college,8,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Female,69283,3806,11,Mexico,>50K
20,Self-emp-not-inc,413766,Assoc-acdm,12,Never-married,Tech-support,Own-child,Other,Female,53706,2748,42,Germany,<=50K
86,Self-emp-not-inc,169542,11th,12,Separated,Other-service,Not-in-family,White,Male,8420,9510,7,Germany,<=50K
86,Self-emp-not-inc,111276,10th,6,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,84797,1308,94,India,>50K
76,Local-gov,443821,HS-grad,12,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Male,41965,8438,57,Mexico,<=50K
28,Private,414441,7th-8th,6,Never-married,Tech-support,Not-in-family,Black,Male,58277,1228,60,Jamaica,<=50K
75,Federal-gov,249313,11th,14,Separated,Prof-specialty,Wife,Other,Female,13657,9157,84,Jamaica,>50K
30,Self-emp-not-inc,415092,Some-college,8,Never-married,Tech-support,Own-child,Other,Male,7464,6338,88,Jamaica,<=50K
29,Local-gov,474790,11th,4,Married-civ-spouse,Tech-support,Wife,Other,Male,48934,3528,36,Germany,<=50K
24,Never-worked,179921,Assoc-voc,10,Divorced,Exec-managerial,Wife,White,Female,7930,2241,8,India,>50K
49,Without-pay,286579,7th-8th,1,Divorced,Other-service,Own-child,White,Male,57972,3206,70,India,>50K
18,Local-gov,339727,HS-grad,13,Never-married,Sales,Husband,Black,Female,55508,969,28,Jamaica,<=50K
87,Federal-gov,482061,10th,11,Widowed,Tech-support,Wife,White,Male,16574,258,6,Mexico,<=50K
74,Local-gov,209540,HS-grad,8,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,27741,1648,77,India,<=50K
73,Self-emp-not-inc,414452,HS-grad,10,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,36372,3956,3,India,>50K
52,Federal-gov,194465,Some-college,13,Never-married,Craft-repair,Wife,Other,Male,78460,1552,68,Canada,>50K
27,Without-pay,108840,10th,13,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Female,84940,94,36,Germany,<=50K
41,Local-gov,349343,7th-8th,16,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,20406,9772,7,Jamaica,>50K
68,Self-emp-not-inc,444812,7th-8th,10,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Male,81462,3044,4,Canada,<=50K
57,State-gov,301501,11th,15,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,18306,7555,53,India,<=50K
35,Without-pay,169624,Masters,16,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,25673,2319,54,India,>50K
31,Without-pay,90407,Masters,16,Married-civ-spouse,Prof-specialty,Own-child,Other,Male,45147,9672,90,Mexico,>50K
48,Self-emp-not-inc,308932,7th-8th,16,Married-civ-spouse,Exec-managerial,Unmarried,Other,Male,87692,1767,72,India,>50K
77,State-gov,62544,Bachelors,1,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Female,18997,3704,87,Germany,>50K
38,Self-emp-not-inc,250444,Assoc-voc,3,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,6810,405,79,United-States,<=50K
38,Without-pay,296571,11th,11,Married-civ-spouse,Craft-repair,Not-in-family,Other,Female,12656,7412,95,Cuba,<=50K
30,State-gov,235893,Some-college,3,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,57083,3317,8,Germany,<=50K
60,Federal-gov,436887,Bachelors,6,Divorced,Craft-repair,Wife,White,Female,6992,9829,64,Germany,<=50K
82,Federal-gov,275056,Bachelors,2,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,37452,5953,11,United-States,<=50K
24,Self-emp-not-inc,266692,Assoc-voc,13,Divorced,Tech-support,Wife,Black,Female,98257,2843,51,India,>50K
43,Never-worked,435443,10th,14,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,34109,2409,69,India,>50K
86,State-gov,211693,Some-college,13,Widowed,Tech-support,Husband,Black,Male,21012,8977,72,India,<=50K
74,State-gov,458019,Assoc-acdm,13,Separated,Craft-repair,Not-in-family,Black,Female,44737,745,5,India,>50K
50,State-gov,201221,10th,5,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,44992,4242,21,Canada,>50K
57,Local-gov,73591,11th,11,Widowed,Prof-specialty,Own-child,Black,Female,23948,5876,44,India,>50K
39,Never-worked,456206,11th,2,Separated,Exec-managerial,Not-in-family,Black,Female,30120,4844,74,Germany,<=50K
65,Local-gov,289754,Some-college,13,Separated,Craft-repair,Wife,Asian-Pac-Islander,Female,79509,5195,45,Germany,<=50K
34,Without-pay,282134,HS-grad,6,Never-married,Prof-specialty,Own-child,Other,Female,47122,9635,90,United-States,>50K
26,Private,401616,HS-grad,4,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Male,36593,9608,48,Mexico,>50K
86,Local-gov,212657,Bachelors,11,Married-civ-spouse,Tech-support,Wife,White,Male,67627,6156,7,United-States,<=50K
23,Local-gov,279888,Bachelors,12,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,2396,8283,7,Germany,<=50K
80,Self-emp-not-inc,436067,Some-college,11,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,44619,409,95,Jamaica,>50K
70,Local-gov,254414,Assoc-voc,5,Separated,Exec-managerial,Own-child,Other,Male,98862,8599,41,Canada,>50K
81,Federal-gov,142509,Some-college,16,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,32425,4351,45,Canada,<=50K
43,Never-worked,35465,Some-college,2,Never-married,Prof-specialty,Unmarried,Black,Male,36273,4211,77,United-States,<=50K
71,Federal-gov,91747,HS-grad,6,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,52244,4318,26,Cuba,<=50K
30,Without-pay,403334,Masters,9,Never-married,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,30474,1914,82,Canada,<=50K
24,Private,428183,7th-8th,5,Married-civ-spouse,Other-service,Wife,White,Female,40032,3114,8,Germany,<=50K
52,Self-emp-not-inc,277793,Masters,6,Never-married,Other-service,Wife,Other,Male,64318,5015,83,Canada,<=50K
40,Self-emp-not-inc,34312,11th,8,Married-civ-spouse,Tech-support,Not-in-family,Black,Female,73506,7386,59,Mexico,>50K
22,State-gov,146858,Bachelors,16,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,81317,1771,41,Mexico,>50K
46,State-gov,270597,HS-grad,2,Divorced,Sales,Own-child,Black,Male,54394,7991,27,United-States,<=50K
82,Local-gov,228761,Masters,11,Separated,Sales,Unmarried,Asian-Pac-Islander,Female,92213,5946,89,Cuba,>50K
31,State-gov,397803,Assoc-acdm,13,Divorced,Prof-specialty,Not-in-family,Black,Female,11779,2591,85,Jamaica,<=50K
68,Private,114911,7th-8th,14,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,22321,311,72,Canada,>50K
38,Federal-gov,488837,Assoc-acdm,12,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,13991,4891,13,United-States,<=50K
33,Without-pay,472793,11th,9,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,41603,7262,1,Mexico,<=50K
18,Local-gov,294346,Masters,9,Never-married,Tech-support,Husband,Other,Female,93398,6587,87,Canada,>50K
49,Without-pay,402401,11th,5,Widowed,Exec-managerial,Not-in-family,Other,Female,83009,3167,32,Canada,>50K
74,Self-emp-not-inc,176283,HS-grad,12,Widowed,Other-service,Husband,White,Male,2021,7208,16,Cuba,>50K
79,Without-pay,23853,Masters,10,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,79178,8661,72,Jamaica,>50K
82,Without-pay,451106,10th,13,Divorced,Other-service,Own-child,White,Male,42416,9355,60,Mexico,>50K
49,Self-emp-not-inc,125350,10th,11,Widowed,Prof-specialty,Unmarried,White,Female,68142,1666,24,United-States,<=50K
76,Self-emp-not-inc,46187,Assoc-voc,11,Divorced,Exec-managerial,Husband,Black,Female,57439,6218,71,Canada,>50K
78,Local-gov,286592,7th-8th,6,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Female,11520,1390,7,Cuba,<=50K
67,Self-emp-not-inc,240067,Assoc-acdm,16,Divorced,Sales,Wife,Other,Male,15900,4764,49,United-States,>50K
60,Private,484733,11th,2,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,87263,5645,23,Jamaica,<=50K
45,Local-gov,309215,10th,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,53879,9743,84,Mexico,<=50K
52,Never-worked,283985,HS-grad,6,Divorced,Craft-repair,Wife,Other,Male,95164,5038,48,United-States,<=50K
26,Never-worked,431943,7th-8th,15,Married-civ-spouse,Other-service,Wife,White,Female,72871,2893,40,India,>50K
35,State-gov,56011,11th,1,Separated,Exec-managerial,Not-in-family,Other,Male,87470,4760,10,Jamaica,<=50K
60,Private,384352,7th-8th,5,Divorced,Craft-repair,Husband,White,Female,95112,5561,68,United-States,>50K
85,Without-pay,188373,10th,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,51690,2540,95,Cuba,<=50K
73,Local-gov,237457,HS-grad,11,Widowed,Exec-managerial,Wife,Other,Female,69230,1755,13,Mexico,<=50K
52,Without-pay,428589,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Female,34974,6786,81,Jamaica,>50K
69,State-gov,225388,Bachelors,16,Divorced,Craft-repair,Husband,White,Male,48491,5940,56,Jamaica,>50K
49,State-gov,236583,10th,1,Married-civ-spouse,Prof-specialty,Unmarried,Black,Male,9385,1408,12,Canada,<=50K
33,Federal-gov,139167,Assoc-voc,3,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Male,20100,6841,12,Jamaica,<=50K
56,State-gov,355786,Some-college,6,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,19103,393,21,United-States,<=50K
64,Private,487458,Assoc-acdm,9,Never-married,Exec-managerial,Unmarried,White,Male,98882,231,32,Mexico,<=50K
64,Local-gov,278298,Some-college,7,Divorced,Other-service,Own-child,Asian-Pac-Islander,Male,4631,1411,1,Mexico,<=50K
44,Self-emp-not-inc,123535,11th,13,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Male,41536,7550,94,India,>50K
70,Without-pay,473471,7th-8th,4,Married-civ-spouse,Other-service,Own-child,White,Female,64024,5585,51,Mexico,<=50K
46,Local-gov,441366,Assoc-acdm,4,Separated,Tech-support,Unmarried,Other,Male,63606,8262,87,Jamaica,<=50K
19,Self-emp-not-inc,477716,Masters,10,Widowed,Tech-support,Wife,Asian-Pac-Islander,Female,2258,1491,27,United-States,<=50K
45,Private,32807,Assoc-acdm,14,Never-married,Prof-specialty,Husband,White,Female,49974,9778,80,Germany,>50K
74,Self-emp-not-inc,163106,7th-8th,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,6646,1975,3,Cuba,>50K
61,Private,203852,10th,14,Widowed,Sales,Not-in-family,Black,Female,1659,3990,86,India,>50K
18,Never-worked,198210,Masters,11,Divorced,Other-service,Not-in-family,Other,Female,8390,3862,56,Mexico,>50K
